vehicle_id,brand,vehicle_year,timestamp,odometer_km,engine_hours,vehicle_speed_kph,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_position_percent,air_flow_rate_gps,exhaust_gas_temp_c,engine_vibration,brake_pad_wear_mm,brake_fluid_level,brake_temp_c,abs_fault_indicator,brake_pedal_position,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type
VEH0228,Mercedes,2015,2025-11-11 04:49:00,148013.4,3163.58,62.24,106.97,2446.5,46.47,99.43,47.62,8.46,86.11,66.0,51.52,669.36,2.56,3.35,90.38,61.32,0,24.73,70.33,59.91,58.42,64.5,12.58,26.35,39.27,14.43,94.27,95.98,27.21,60.45,23.393807,75.59917,0,0,0,2050-01-01 00:00:00,No Failure
VEH0259,Tata,2017,2025-01-24 02:30:00,150206.93,3373.01,75.28,96.94,3206.62,48.6,87.05,65.62,7.3,63.83,49.58,56.55,570.04,1.32,3.15,91.16,64.49,0,24.53,75.65,75.67,76.29,71.75,12.2,20.95,45.44,13.77,83.77,99.44,22.08,39.79,28.467802,83.766985,0,0,0,2050-01-01 00:00:00,No Failure
VEH0126,Hyundai,2024,2025-03-07 08:11:00,46587.94,1012.53,51.42,85.9,1860.44,54.51,87.85,53.21,5.86,50.49,41.39,32.04,447.38,2.57,2.68,81.25,41.96,0,13.93,56.32,53.23,53.19,58.82,12.62,37.79,42.94,14.2,100.0,96.49,18.75,78.68,17.686784,73.952771,0,0,0,2050-01-01 00:00:00,No Failure
VEH0296,Ford,2017,2025-05-13 14:34:00,141758.25,3061.76,84.74,110.29,3499.37,53.52,94.13,50.06,7.71,79.83,37.41,61.36,629.45,3.49,2.25,96.39,68.98,0,14.57,83.15,89.73,82.02,83.88,12.5,11.82,52.05,13.76,93.21,91.06,40.28,65.07,22.8084,86.107601,0,0,0,2050-01-01 00:00:00,No Failure
VEH0290,Mercedes,2019,2025-02-03 20:20:00,115188.12,2559.34,0.0,86.03,600.0,53.99,82.42,95.98,1.58,3.05,1.4,13.89,264.86,1.42,3.19,82.75,45.99,0,10.61,2.5,2.65,0.0,0.0,11.97,-6.4,36.52,13.75,75.49,90.17,18.71,66.63,21.206027,75.102885,0,0,0,2050-01-01 00:00:00,No Failure
VEH0009,Honda,2016,2025-08-28 22:10:00,156854.63,3422.48,5.03,94.5,600.0,62.07,82.41,39.91,4.87,32.27,35.76,19.31,505.15,2.26,3.37,88.26,39.98,0,37.49,3.48,1.15,2.03,7.45,12.54,25.77,42.04,14.07,93.06,94.27,22.93,57.1,8.441305,88.237301,0,1,0,2025-08-31 09:10:00,Brake
VEH0285,Hyundai,2019,2025-06-12 09:59:00,120666.82,2904.53,80.86,104.64,2940.61,56.81,98.48,44.9,6.96,72.94,65.71,57.59,621.84,1.1,2.86,95.48,66.73,0,21.22,86.12,89.1,82.56,87.17,12.61,9.65,39.9,13.33,92.44,100.0,27.34,82.82,25.083319,86.919242,0,1,0,2025-06-16 19:59:00,Brake
VEH0159,Tata,2017,2025-01-17 05:40:00,158392.68,3717.76,45.56,92.3,2129.02,48.88,81.83,55.1,4.27,40.61,11.3,45.68,496.91,2.04,3.83,87.36,61.45,0,38.01,46.26,43.39,38.76,42.57,12.31,-20.23,46.33,14.27,68.7,94.28,25.19,34.2,22.419684,77.427444,0,0,0,2050-01-01 00:00:00,No Failure
VEH0118,Tata,2022,2025-08-17 05:38:00,90961.72,1959.81,43.73,92.22,1740.68,69.1,91.58,63.97,3.81,40.41,36.53,33.25,445.9,2.14,3.24,88.89,50.39,0,29.07,50.35,53.59,48.69,44.29,12.31,5.83,45.3,14.12,78.55,82.25,35.6,61.86,10.397553,82.194456,0,0,0,2050-01-01 00:00:00,No Failure
VEH0296,Audi,2024,2025-03-09 21:55:00,49833.02,1262.67,48.68,95.66,2518.51,53.32,90.87,90.64,5.9,55.13,40.54,44.68,500.08,1.11,2.88,92.77,49.16,0,13.29,54.57,50.8,48.08,50.69,12.72,34.41,44.23,14.03,86.68,97.63,30.45,72.02,21.024881,82.904282,0,0,0,2050-01-01 00:00:00,No Failure
VEH0280,Ford,2024,2025-01-13 14:56:00,35494.86,781.48,21.74,99.86,1024.65,57.54,84.97,37.46,2.96,29.4,33.44,29.64,422.88,1.55,2.18,81.5,52.33,0,36.99,19.61,21.74,17.54,22.98,12.68,-8.58,50.88,14.22,74.12,97.65,48.58,63.4,10.205745,84.609451,0,0,0,2050-01-01 00:00:00,No Failure
VEH0263,Toyota,2021,2025-08-21 22:17:00,82334.61,2021.5,53.34,90.32,1365.23,51.36,91.92,2.0,4.62,38.15,29.28,37.06,452.54,1.62,2.43,92.17,53.32,0,71.13,57.58,57.03,56.74,48.0,12.36,-30.46,44.95,14.05,90.04,100.0,36.99,38.1,13.830625,75.681377,0,0,0,2050-01-01 00:00:00,No Failure
VEH0014,Honda,2024,2025-10-09 16:17:00,63742.42,1423.09,65.62,106.74,3339.24,60.86,97.47,47.38,7.99,85.44,67.99,65.6,628.42,2.01,3.26,93.19,58.88,0,23.54,61.62,59.88,63.6,59.68,12.39,9.39,43.83,14.26,67.51,91.36,20.58,48.08,16.967673,79.804454,0,1,0,2025-10-11 23:17:00,Brake
VEH0071,Hyundai,2022,2025-07-23 12:51:00,64105.96,1469.76,46.22,91.61,2628.55,49.48,88.96,94.65,6.04,54.49,41.29,47.92,578.53,2.24,2.01,96.22,44.63,0,47.63,48.54,51.76,52.64,48.32,12.55,42.72,37.61,14.4,80.56,90.07,26.86,57.83,18.177146,73.5928,0,0,0,2050-01-01 00:00:00,No Failure
VEH0294,BMW,2017,2025-02-17 16:52:00,155246.1,3413.83,79.93,88.37,3121.12,50.62,83.84,75.62,6.83,71.18,51.26,60.34,560.48,2.28,2.48,83.65,51.53,0,10.06,79.39,73.14,80.31,83.86,12.11,-22.74,37.56,14.35,81.13,93.56,6.41,34.04,23.462847,76.875818,0,0,0,2050-01-01 00:00:00,No Failure
VEH0172,Ford,2019,2025-10-06 14:58:00,108326.75,2232.61,44.24,92.62,2529.47,59.27,89.94,60.65,6.86,56.17,42.81,51.04,553.63,2.12,3.56,83.83,55.08,0,48.25,45.3,44.01,43.63,49.49,12.48,26.88,41.16,14.19,76.46,91.52,24.81,59.82,10.925414,84.566972,0,0,0,2050-01-01 00:00:00,No Failure
VEH0141,Honda,2015,2025-09-02 07:15:00,174539.13,3993.66,52.95,103.8,1670.31,49.75,84.56,73.76,5.48,55.76,47.91,44.14,548.81,2.3,2.63,93.43,69.54,0,9.87,54.98,50.19,50.41,47.61,11.87,-18.98,48.42,14.64,91.3,88.43,33.68,62.41,16.083698,82.284234,0,0,1,2025-09-03 17:15:00,Battery
VEH0259,Ford,2016,2025-01-21 06:52:00,160607.87,3560.81,66.24,100.12,3181.93,52.74,91.36,53.8,5.6,60.63,46.27,64.31,492.38,1.34,2.86,90.62,55.71,0,24.45,61.61,66.24,60.57,63.29,12.57,0.98,46.72,14.15,69.6,88.65,28.96,58.57,21.469421,76.729512,0,0,0,2050-01-01 00:00:00,No Failure
VEH0253,BMW,2020,2025-05-12 06:07:00,86682.44,2051.36,77.79,95.96,3454.18,58.03,95.72,54.98,7.14,70.01,61.78,69.16,551.44,2.15,2.85,89.08,60.16,0,6.58,78.96,83.89,85.54,79.98,12.64,21.04,37.1,14.06,84.5,95.03,23.58,65.06,21.944485,82.079731,0,0,0,2050-01-01 00:00:00,No Failure
VEH0275,Mercedes,2018,2025-10-14 16:56:00,163394.21,3440.6,50.38,99.33,1849.85,37.23,89.97,62.55,5.07,56.69,50.85,44.77,513.53,2.69,3.78,84.37,61.65,0,22.53,57.74,57.04,47.8,56.62,12.27,-8.39,41.32,14.17,93.58,93.65,29.74,58.89,15.532905,82.212596,1,1,0,2025-10-21 11:56:00,Multiple
VEH0045,BMW,2019,2025-06-13 15:56:00,114049.91,2572.61,30.15,99.62,1999.55,47.94,82.07,26.63,2.87,27.45,29.61,36.15,461.59,1.97,2.68,96.13,48.47,0,5.96,28.95,31.78,31.05,28.1,12.39,-24.92,51.45,14.3,64.12,86.13,33.72,79.38,19.473688,74.048351,0,0,0,2050-01-01 00:00:00,No Failure
VEH0124,Mercedes,2020,2025-03-14 17:57:00,95277.37,2055.3,65.92,93.55,2291.48,52.86,84.76,49.69,4.8,51.24,20.48,35.5,508.2,1.46,2.9,86.12,65.36,0,24.54,70.0,70.52,73.48,73.4,12.54,9.12,45.82,14.29,87.95,93.97,29.52,54.21,24.68252,75.507928,0,0,0,2050-01-01 00:00:00,No Failure
VEH0040,Honda,2023,2025-11-24 02:24:00,56804.72,1387.97,49.85,90.92,2683.09,44.67,89.56,80.27,6.1,49.76,22.97,54.75,493.45,1.44,1.96,88.66,45.89,0,7.77,48.6,46.07,49.48,48.76,12.82,25.76,38.28,14.4,95.96,90.61,25.71,91.24,9.272535,87.356406,0,0,0,2050-01-01 00:00:00,No Failure
VEH0172,Mercedes,2025,2025-02-10 04:58:00,8270.33,167.25,47.07,93.09,3082.33,55.04,89.23,82.28,5.79,55.12,23.52,56.86,480.5,1.83,2.1,93.26,45.18,0,10.14,42.94,46.21,41.81,47.16,12.48,4.99,48.61,14.13,96.99,97.39,31.61,72.5,16.19326,77.346569,0,0,0,2050-01-01 00:00:00,No Failure
VEH0011,Audi,2025,2025-07-26 15:14:00,23609.41,560.51,104.55,103.16,4560.24,58.78,93.32,49.35,8.51,77.12,40.25,74.74,589.62,0.96,1.9,91.24,56.29,0,26.62,103.32,103.49,105.18,107.17,12.56,-1.88,39.27,14.22,88.22,100.0,37.12,100.0,12.552085,83.781753,0,0,0,2050-01-01 00:00:00,No Failure
VEH0213,Ford,2018,2025-06-28 23:59:00,116897.75,2740.8,100.69,102.6,4007.5,45.34,91.48,65.41,8.66,92.66,51.32,63.69,637.06,2.04,2.74,90.87,71.77,0,18.76,104.11,105.01,106.21,104.5,12.45,-2.81,41.08,14.19,99.45,93.41,17.16,68.74,15.527279,81.351892,0,0,0,2050-01-01 00:00:00,No Failure
VEH0257,Audi,2016,2025-02-04 08:46:00,143926.79,3080.89,90.01,97.37,2617.24,55.58,87.57,32.18,8.09,84.6,65.87,49.41,624.74,2.02,2.65,92.73,57.19,0,7.15,89.1,94.35,87.23,88.57,12.48,-23.7,33.7,14.3,76.6,85.06,8.2,57.22,13.910227,77.742324,0,0,0,2050-01-01 00:00:00,No Failure
VEH0055,Mercedes,2025,2025-02-13 12:52:00,26323.31,536.23,48.84,90.8,2542.45,56.24,83.8,54.93,6.18,55.64,51.83,43.31,489.22,1.31,2.04,100.04,50.78,0,31.55,50.12,47.74,48.33,43.39,12.57,-18.32,40.03,14.41,70.38,91.42,26.09,31.14,11.869144,83.01534,0,0,0,2050-01-01 00:00:00,No Failure
VEH0158,Toyota,2017,2025-08-25 07:41:00,154184.59,3617.37,69.9,100.75,2861.64,50.55,94.41,26.03,7.95,70.99,48.68,56.17,611.48,3.0,2.94,83.46,55.17,0,17.11,69.19,64.97,72.21,68.95,12.25,-0.35,47.78,14.09,78.0,93.19,32.89,61.44,18.277671,88.436553,0,1,0,2025-08-29 21:41:00,Brake
VEH0045,Tata,2018,2025-12-29 10:15:00,122358.97,2640.99,58.66,98.8,2760.8,51.07,88.7,13.9,5.86,51.12,38.95,46.45,498.18,2.92,2.8,94.02,40.04,0,26.88,58.73,60.36,63.72,64.08,12.88,16.07,40.4,14.22,78.69,93.28,27.68,40.09,15.285397,77.395933,0,0,0,2050-01-01 00:00:00,No Failure
VEH0184,Mercedes,2017,2025-06-22 17:51:00,147893.49,3232.74,70.24,98.78,2738.97,58.73,92.95,100.0,8.47,84.14,56.49,51.19,662.55,2.07,2.39,92.09,53.79,0,28.89,71.7,70.69,72.46,68.14,12.26,-24.16,38.96,14.16,89.51,94.58,10.71,61.22,19.785135,86.330724,0,0,0,2050-01-01 00:00:00,No Failure
VEH0049,Toyota,2015,2025-11-28 05:39:00,163954.03,3565.64,63.73,104.38,2988.6,55.74,91.63,100.0,8.34,75.38,60.61,57.96,660.4,2.54,2.64,95.43,58.91,0,47.7,58.22,60.62,60.33,63.81,12.11,-12.85,41.55,14.0,84.32,89.8,26.98,62.1,9.179113,85.420766,0,0,0,2050-01-01 00:00:00,No Failure
VEH0252,Ford,2015,2025-08-21 08:18:00,161351.21,3572.04,94.32,104.19,3514.53,52.61,96.29,22.4,8.69,95.1,62.63,71.98,744.06,3.18,3.65,94.12,72.94,0,39.34,88.19,92.82,92.62,94.43,11.87,-24.51,40.7,14.27,64.0,85.42,21.57,56.39,19.522588,77.949224,0,0,1,2025-08-24 07:18:00,Battery
VEH0024,Ford,2015,2025-07-29 20:45:00,179854.34,4158.75,60.7,96.63,2992.39,53.77,90.77,30.72,6.63,64.63,46.42,54.98,543.55,0.99,3.22,92.26,54.77,0,40.81,60.62,61.21,60.63,60.68,12.33,1.38,51.12,14.26,87.46,87.13,34.14,84.97,18.776808,83.419535,0,0,0,2050-01-01 00:00:00,No Failure
VEH0159,Tata,2022,2025-03-01 11:15:00,66300.45,1380.93,61.43,99.42,2743.13,64.09,89.09,72.0,6.55,63.46,48.86,47.46,601.17,1.16,1.67,103.18,49.68,0,18.91,56.74,61.32,60.89,59.99,12.21,-2.98,36.29,14.32,94.3,97.53,27.95,35.33,10.607805,88.187543,0,0,0,2050-01-01 00:00:00,No Failure
VEH0136,BMW,2021,2025-08-26 09:41:00,107569.46,2287.76,18.19,95.52,1311.95,54.82,84.52,27.54,3.47,44.52,33.36,28.96,463.45,0.09,2.44,91.76,42.54,0,9.93,14.31,17.52,17.76,13.1,12.54,-18.85,46.55,13.97,80.69,88.77,31.31,27.9,19.558959,82.65587,0,0,0,2050-01-01 00:00:00,No Failure
VEH0158,Hyundai,2016,2025-11-15 20:06:00,164581.56,3783.41,101.33,101.86,4520.94,47.46,94.79,100.0,8.94,100.0,58.0,90.94,718.92,3.38,3.01,86.12,78.2,0,5.76,102.76,107.5,107.28,100.93,11.87,5.84,40.86,14.34,86.0,86.31,18.28,43.72,14.500413,88.276363,0,0,0,2050-01-01 00:00:00,No Failure
VEH0287,Hyundai,2015,2025-07-20 12:09:00,182533.69,4200.15,30.18,98.17,1592.25,52.41,86.26,67.52,5.73,57.35,38.29,33.42,522.84,2.18,3.0,87.98,54.58,0,18.41,32.51,33.61,28.06,30.09,12.73,26.89,45.51,14.48,61.58,87.89,23.22,48.88,27.23125,79.366594,0,1,1,2025-07-21 12:09:00,Multiple
VEH0292,Honda,2018,2025-05-15 22:17:00,124345.73,2745.38,82.6,96.39,3176.33,57.51,89.27,81.1,5.71,60.53,45.16,59.73,556.2,1.75,2.87,86.92,45.04,0,34.49,86.63,83.79,83.53,82.98,12.37,-29.75,37.17,13.95,68.57,86.8,25.8,69.94,24.87897,77.818366,0,0,0,2050-01-01 00:00:00,No Failure
VEH0041,Audi,2025,2025-12-06 05:21:00,25250.83,551.9,25.43,94.12,927.47,60.93,84.83,40.93,5.12,39.87,29.39,23.44,475.82,0.93,2.59,97.15,48.28,0,25.92,21.93,18.46,21.3,18.91,12.26,4.44,47.15,14.09,84.24,95.55,30.4,89.97,25.09508,72.730102,0,0,0,2050-01-01 00:00:00,No Failure
VEH0165,Audi,2015,2025-08-01 09:00:00,185943.87,4013.12,90.86,104.12,4085.58,50.13,94.1,54.15,8.28,76.02,37.47,71.05,651.72,2.33,3.41,86.28,61.35,0,29.9,93.98,90.48,93.56,90.22,12.48,-13.22,43.52,14.08,77.33,83.39,28.5,76.6,21.858857,82.968016,1,0,1,2025-08-03 14:00:00,Multiple
VEH0214,Honda,2018,2025-08-31 05:33:00,119119.87,2585.22,66.33,109.58,3857.87,44.23,95.66,71.39,7.0,80.78,59.39,65.23,638.32,3.18,2.78,93.54,60.22,0,30.68,68.0,71.37,69.88,68.06,12.39,18.48,53.31,14.25,88.58,93.3,32.64,68.92,23.488333,87.397831,0,0,0,2050-01-01 00:00:00,No Failure
VEH0223,Audi,2017,2025-11-15 06:20:00,118754.08,2564.84,56.18,102.97,1798.59,48.6,90.06,21.23,5.76,55.07,42.92,34.57,526.2,2.26,2.26,98.23,50.64,0,36.91,58.8,54.39,56.4,57.15,12.66,39.83,45.8,14.01,65.56,89.84,38.36,82.13,8.890413,72.906197,0,0,1,2025-11-21 14:20:00,Battery
VEH0117,Mercedes,2021,2025-04-22 21:44:00,84983.99,1975.78,37.69,95.72,2062.75,64.72,79.97,70.53,4.95,28.47,15.78,34.67,371.9,0.51,2.18,86.63,40.75,0,34.84,35.79,38.97,33.17,37.95,12.59,4.76,37.19,14.29,100.0,99.9,21.65,48.48,26.835306,88.294797,0,0,0,2050-01-01 00:00:00,No Failure
VEH0042,Ford,2020,2025-03-28 18:26:00,95900.08,2193.93,100.69,100.17,3131.45,58.9,90.06,65.91,10.29,87.7,56.12,68.0,623.55,1.17,2.21,87.52,82.13,0,6.38,104.31,105.35,106.76,96.06,12.56,0.23,48.35,13.93,75.19,88.77,34.02,46.0,18.204165,78.644174,0,0,0,2050-01-01 00:00:00,No Failure
VEH0291,Mercedes,2024,2025-02-01 15:46:00,50997.35,1171.51,58.52,96.38,2618.76,58.31,91.78,82.5,5.71,56.67,42.97,47.07,544.99,1.04,2.07,96.18,68.36,0,24.76,54.9,55.57,58.59,57.13,13.03,-8.36,44.85,14.27,96.57,93.92,30.81,61.51,8.355281,81.599052,0,0,0,2050-01-01 00:00:00,No Failure
VEH0029,BMW,2025,2025-08-03 07:35:00,24812.62,388.49,57.44,93.77,2425.38,58.38,87.06,29.75,6.38,58.33,39.34,48.89,481.62,0.86,2.39,99.93,52.64,0,28.52,51.0,58.75,51.1,55.63,12.82,-1.66,41.51,14.44,90.62,97.93,11.14,51.92,14.422577,72.055998,0,0,0,2050-01-01 00:00:00,No Failure
VEH0216,Toyota,2017,2025-03-07 20:42:00,164020.65,3738.71,50.41,95.89,2163.04,57.83,87.64,49.65,4.55,39.32,8.5,43.58,443.68,1.39,3.1,89.95,67.83,0,8.88,51.21,51.28,48.71,57.28,12.79,-21.07,42.6,14.39,92.98,90.76,28.09,81.66,22.680169,83.253698,0,0,0,2050-01-01 00:00:00,No Failure
VEH0071,Toyota,2021,2025-10-07 05:28:00,97181.84,2250.19,49.13,98.13,2620.15,59.94,89.63,78.71,6.5,65.37,46.59,51.32,524.26,1.57,2.27,93.28,41.12,0,28.61,48.54,45.2,45.21,49.53,12.65,-12.44,48.67,14.32,93.56,93.18,39.5,63.41,15.601993,85.828406,0,0,0,2050-01-01 00:00:00,No Failure
VEH0260,Audi,2020,2025-02-14 10:50:00,92629.88,1915.68,62.16,96.87,2844.45,50.53,89.28,23.58,5.4,69.7,41.28,52.72,599.78,1.32,3.15,85.81,56.42,0,13.69,57.92,63.6,63.19,65.69,12.46,-7.06,44.26,14.13,72.17,92.4,30.26,71.86,20.113448,75.322317,0,0,0,2050-01-01 00:00:00,No Failure
VEH0105,Ford,2024,2025-09-10 08:42:00,44281.33,1052.75,32.21,83.04,1668.99,57.51,80.51,83.49,3.82,30.64,20.47,30.65,378.69,1.5,2.28,91.62,51.7,0,12.35,34.74,31.77,29.28,30.68,12.92,23.4,42.72,14.18,79.13,98.19,25.69,38.69,17.561457,77.9762,0,0,0,2050-01-01 00:00:00,No Failure
VEH0205,BMW,2022,2025-08-16 03:59:00,75460.14,1727.88,100.29,113.32,3116.93,57.61,102.95,38.04,9.43,100.0,77.38,65.01,764.37,2.72,1.91,94.71,47.03,0,21.33,101.83,100.11,99.62,99.67,12.67,-8.24,54.43,14.0,73.35,95.87,44.72,63.86,22.161235,73.405466,0,0,0,2050-01-01 00:00:00,No Failure
VEH0197,BMW,2025,2025-05-13 12:25:00,34827.69,778.32,77.3,98.6,3818.97,57.99,93.71,83.91,8.04,76.43,57.04,54.35,545.65,1.64,2.04,94.38,60.2,0,29.81,84.79,77.3,84.43,78.71,12.81,-12.83,36.65,14.37,89.79,100.0,29.49,47.78,12.803925,73.182033,0,0,0,2050-01-01 00:00:00,No Failure
VEH0045,Toyota,2024,2025-07-14 22:57:00,33914.49,688.03,42.28,100.54,1388.04,60.32,90.14,50.47,4.97,55.18,28.45,29.3,518.58,0.96,2.21,97.75,40.22,0,49.73,45.97,38.66,44.1,43.28,12.56,-19.57,37.41,13.74,81.66,95.94,33.01,39.31,16.568793,78.220037,0,0,0,2050-01-01 00:00:00,No Failure
VEH0004,BMW,2020,2025-01-07 05:07:00,108054.04,2278.38,48.9,101.87,1981.05,48.37,85.49,73.81,6.59,60.4,53.53,44.07,512.62,1.57,3.07,87.61,41.49,0,5.22,46.59,47.92,45.77,43.12,12.46,-8.55,46.6,14.28,87.53,92.56,32.13,36.37,16.193381,86.918247,0,0,0,2050-01-01 00:00:00,No Failure
VEH0173,Hyundai,2025,2025-07-16 21:15:00,34796.59,613.69,61.87,112.58,3046.0,55.94,99.46,72.07,8.37,80.52,52.77,58.94,592.35,1.98,1.88,91.01,59.69,0,2.98,62.64,68.14,67.64,67.64,12.14,21.5,35.91,14.42,86.75,97.82,23.6,53.87,12.974415,87.785561,0,0,0,2050-01-01 00:00:00,No Failure
VEH0292,Mercedes,2021,2025-12-08 07:33:00,72928.13,1747.39,22.49,92.76,1856.43,43.33,82.43,39.61,4.48,23.44,18.59,31.5,426.23,1.82,1.91,85.36,44.76,0,7.41,26.48,23.1,21.78,27.76,12.66,-18.82,35.51,14.1,87.76,94.02,29.4,79.42,17.178362,72.19798,0,0,0,2050-01-01 00:00:00,No Failure
VEH0051,Mercedes,2015,2025-02-18 01:53:00,186942.78,4170.83,61.51,101.27,2559.35,64.28,97.26,73.34,5.53,64.61,46.59,46.36,597.75,2.35,2.65,92.29,50.09,0,8.35,57.03,56.0,51.73,57.09,12.34,-5.93,43.03,13.73,82.71,86.57,24.8,55.23,8.199221,80.698715,1,0,1,2025-02-19 16:53:00,Multiple
VEH0205,Honda,2025,2025-02-11 10:51:00,33691.34,716.04,116.99,109.32,4588.24,51.78,103.95,29.94,9.68,100.0,73.64,89.36,653.07,2.51,2.76,97.19,66.38,0,37.68,121.34,118.81,116.24,119.11,12.35,-13.93,47.87,14.46,83.61,94.6,32.75,48.29,21.4593,85.86342,0,0,0,2050-01-01 00:00:00,No Failure
VEH0254,Honda,2024,2025-11-15 08:57:00,64638.11,1501.21,53.03,91.52,2819.31,60.25,79.57,67.28,6.03,62.07,55.4,53.27,577.73,1.18,2.22,97.23,66.31,0,25.72,58.22,56.86,55.5,53.74,12.71,-2.73,46.21,13.88,76.26,95.96,24.51,64.67,16.359696,83.715842,0,0,0,2050-01-01 00:00:00,No Failure
VEH0280,Mercedes,2020,2025-09-14 23:21:00,122180.06,2719.41,39.21,98.31,1634.74,50.25,88.09,37.45,5.0,43.13,37.77,30.34,479.97,1.5,2.38,89.5,51.92,0,38.23,39.65,45.76,35.28,41.93,12.21,6.42,41.39,14.09,70.02,90.6,36.45,22.73,10.194933,78.105901,0,0,0,2050-01-01 00:00:00,No Failure
VEH0128,BMW,2018,2025-02-14 13:42:00,129759.72,2905.55,15.59,93.05,1089.77,54.95,88.05,26.76,4.29,39.66,6.56,28.06,540.01,2.01,3.34,80.82,48.56,0,35.31,11.44,17.27,7.8,17.7,12.24,-14.85,45.59,13.92,76.89,88.95,29.83,56.47,24.723108,85.643758,0,1,0,2025-02-15 20:42:00,Brake
VEH0099,Toyota,2020,2025-11-09 21:45:00,101883.28,2368.18,91.26,104.64,3866.42,49.68,90.22,61.54,8.15,90.47,46.68,64.97,635.38,1.98,3.17,86.48,64.35,0,14.43,89.29,88.15,90.86,90.26,12.85,26.73,43.16,14.12,67.96,95.65,30.25,89.67,28.449712,80.745003,0,0,0,2050-01-01 00:00:00,No Failure
VEH0085,Tata,2020,2025-07-19 12:28:00,103598.54,2143.7,82.33,101.45,3284.03,57.17,96.6,56.38,7.56,71.19,46.94,55.94,578.09,1.44,3.13,88.32,58.38,0,20.01,83.76,83.77,75.3,85.22,12.55,8.3,48.63,14.34,77.19,97.21,30.38,19.39,24.505012,79.597163,0,0,0,2050-01-01 00:00:00,No Failure
VEH0188,BMW,2024,2025-08-18 04:31:00,52792.61,1464.36,86.36,96.31,4040.55,57.44,92.22,47.45,6.46,68.88,51.63,69.76,572.57,1.89,2.21,87.84,81.01,0,7.37,88.01,82.85,82.82,84.01,12.3,19.99,47.72,14.38,97.48,100.0,38.08,71.11,22.677279,79.163496,0,0,0,2050-01-01 00:00:00,No Failure
VEH0016,Honda,2024,2025-11-15 00:29:00,43774.45,960.35,60.7,103.32,2149.07,52.93,95.5,24.82,6.51,70.57,41.37,44.3,582.73,1.1,2.32,89.47,50.62,0,20.56,60.73,59.28,55.18,57.91,12.36,-19.23,37.39,14.1,87.24,93.01,35.61,67.33,8.45016,82.5248,0,0,0,2050-01-01 00:00:00,No Failure
VEH0046,Mercedes,2022,2025-08-19 17:30:00,85795.7,1818.31,58.65,98.65,2768.75,58.04,94.75,9.91,6.97,69.19,53.63,58.71,572.17,1.88,1.93,90.92,41.86,0,43.57,62.0,58.77,62.02,64.39,12.54,-10.22,36.71,14.02,86.35,94.91,26.55,38.84,21.156946,80.803727,0,0,0,2050-01-01 00:00:00,No Failure
VEH0057,Audi,2018,2025-07-03 17:59:00,125634.85,2891.64,60.43,93.02,2687.67,55.91,87.23,49.32,6.24,51.93,31.01,63.87,498.65,1.3,2.53,86.56,41.4,0,17.99,59.62,57.13,57.95,54.33,12.42,-6.0,36.6,14.12,80.76,90.11,24.11,59.66,26.895122,78.743884,0,0,0,2050-01-01 00:00:00,No Failure
VEH0121,Audi,2023,2025-11-22 22:57:00,57176.97,1354.45,67.21,105.08,2976.63,53.71,94.42,94.24,7.51,77.36,54.3,56.49,640.84,2.13,2.26,87.82,52.78,0,13.7,72.79,66.07,65.07,72.49,12.45,3.14,49.41,14.19,82.21,95.41,42.12,50.78,27.311148,86.500695,0,0,0,2050-01-01 00:00:00,No Failure
VEH0261,Toyota,2022,2025-03-08 04:22:00,78568.16,1807.58,55.17,90.37,2571.19,63.99,90.53,48.44,5.48,54.66,44.33,52.01,518.46,1.72,3.17,92.48,58.79,0,16.18,56.5,53.86,56.59,52.83,12.7,14.85,41.27,14.31,88.43,90.76,11.56,64.72,27.774252,73.437544,0,0,0,2050-01-01 00:00:00,No Failure
VEH0132,Toyota,2015,2025-11-01 20:42:00,151484.01,3383.59,65.49,104.29,3468.98,48.86,97.65,90.83,8.77,80.63,54.52,69.44,642.62,2.66,3.82,81.74,63.52,0,12.71,65.96,63.41,65.35,64.56,12.53,-26.37,42.91,14.57,80.16,94.64,36.59,29.65,13.502552,84.715249,0,1,0,2025-11-08 18:42:00,Brake
VEH0024,BMW,2019,2025-12-16 15:38:00,120488.01,2777.09,85.58,100.74,3568.54,46.53,87.94,57.77,6.56,72.99,69.79,63.73,608.85,2.3,2.02,89.65,51.36,0,4.03,88.16,85.29,79.62,80.47,12.85,-14.37,43.87,13.82,97.13,90.12,18.7,25.84,15.664631,72.690231,1,0,0,2025-12-20 05:38:00,Engine
VEH0162,Hyundai,2023,2025-08-06 14:45:00,56589.72,1306.23,40.22,95.41,1917.36,58.8,84.43,54.78,4.76,41.49,36.17,42.48,468.56,1.6,2.14,95.39,58.07,0,10.08,40.48,39.12,37.79,37.33,13.02,-1.16,43.32,14.23,88.14,100.0,23.47,51.88,11.312828,83.935697,0,0,0,2050-01-01 00:00:00,No Failure
